c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	1934	EEF1B2P2	1934	EEF1B2P2	null	eukaryotic translation elongation factor 1 beta 2 pseudogene 2	null	null	1934	EEF1B2P2	5.97116524304135E-4	umls:C0085159	5.97116524304135E-4	1934	5.97116524304135E-4	umls:C0085159	1934	5.97116524304135E-4	umls:C0085159	1934	5.97116524304135E-4	2
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	8754	ADAM9	8754	ADAM9	Q13443	ADAM metallopeptidase domain 9	Extracellular matrix organization	null	8754	ADAM9	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	8754	2.98558262152068E-4	umls:C0085159	8754	2.98558262152068E-4	umls:C0085159	8754	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	84570	COL25A1	84570	COL25A1	Q9BXS0	collagen, type XXV, alpha 1	Extracellular matrix organization	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	84570	COL25A1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	84570	2.98558262152068E-4	umls:C0085159	84570	2.98558262152068E-4	umls:C0085159	84570	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	8301	PICALM	8301	PICALM	Q13492	phosphatidylinositol binding clathrin assembly protein	Membrane Trafficking	membrane traffic protein	8301	PICALM	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	8301	2.98558262152068E-4	umls:C0085159	8301	2.98558262152068E-4	umls:C0085159	8301	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	79665	DHX40	79665	DHX40	Q8IX18	DEAH (Asp-Glu-Ala-His) box polypeptide 40	null	nucleic acid binding	79665	DHX40	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	79665	2.98558262152068E-4	umls:C0085159	79665	2.98558262152068E-4	umls:C0085159	79665	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	5981	RFC1	5981	RFC1	P35251	replication factor C (activator 1) 1, 145kDa	Cell Cycle; DNA Repair; DNA Replication	nucleic acid binding	5981	RFC1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	5981	2.98558262152068E-4	umls:C0085159	5981	2.98558262152068E-4	umls:C0085159	5981	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	7124	TNF	7124	TNF	P01375	tumor necrosis factor	Apoptosis	signaling molecule	7124	TNF	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	7124	2.98558262152068E-4	umls:C0085159	7124	2.98558262152068E-4	umls:C0085159	7124	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	6573	SLC19A1	6573	SLC19A1	P41440	solute carrier family 19 (folate transporter), member 1	Disease; Metabolism	transporter	6573	SLC19A1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	6573	2.98558262152068E-4	umls:C0085159	6573	2.98558262152068E-4	umls:C0085159	6573	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	6484	ST3GAL4	6484	ST3GAL4	Q11206	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	Disease; Metabolism; Metabolism of proteins; Signal Transduction	transferase	6484	ST3GAL4	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	6484	2.98558262152068E-4	umls:C0085159	6484	2.98558262152068E-4	umls:C0085159	6484	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	4524	MTHFR	4524	MTHFR	P42898	methylenetetrahydrofolate reductase (NAD(P)H)	Disease; Metabolism	transferase; oxidoreductase; lyase	4524	MTHFR	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	4524	2.98558262152068E-4	umls:C0085159	4524	2.98558262152068E-4	umls:C0085159	4524	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	11168	PSIP1	11168	PSIP1	O75475	PC4 and SFRS1 interacting protein 1	Disease	transcription factor; signaling molecule	11168	PSIP1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	11168	2.98558262152068E-4	umls:C0085159	11168	2.98558262152068E-4	umls:C0085159	11168	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	120892	LRRK2	120892	LRRK2	Q5S007	leucine-rich repeat kinase 2	null	transferase; kinase	120892	LRRK2	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	120892	2.98558262152068E-4	umls:C0085159	120892	2.98558262152068E-4	umls:C0085159	120892	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	1378	CR1	1378	CR1	P17927	complement component (3b/4b) receptor 1 (Knops blood group)	Immune System	cell adhesion molecule; transfer/carrier protein; protease; hydrolase; defense/immunity protein; receptor	1378	CR1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	1378	2.98558262152068E-4	umls:C0085159	1378	2.98558262152068E-4	umls:C0085159	1378	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	1634	DCN	1634	DCN	P07585	decorin	Disease; Extracellular matrix organization; Metabolism	extracellular matrix protein; receptor	1634	DCN	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	1634	2.98558262152068E-4	umls:C0085159	1634	2.98558262152068E-4	umls:C0085159	1634	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	19	ABCA1	19	ABCA1	O95477	ATP-binding cassette, sub-family A (ABC1), member 1	Metabolism	transporter	19	ABCA1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	19	2.98558262152068E-4	umls:C0085159	19	2.98558262152068E-4	umls:C0085159	19	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	2263	FGFR2	2263	FGFR2	P21802	fibroblast growth factor receptor 2	Disease; Immune System; Signal Transduction	null	2263	FGFR2	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	2263	2.98558262152068E-4	umls:C0085159	2263	2.98558262152068E-4	umls:C0085159	2263	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	23569	PADI4	23569	PADI4	Q9UM07	peptidyl arginine deiminase, type IV	null	hydrolase	23569	PADI4	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	23569	2.98558262152068E-4	umls:C0085159	23569	2.98558262152068E-4	umls:C0085159	23569	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	23583	SMUG1	23583	SMUG1	Q53HV7	single-strand-selective monofunctional uracil-DNA glycosylase 1	DNA Repair	null	23583	SMUG1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	23583	2.98558262152068E-4	umls:C0085159	23583	2.98558262152068E-4	umls:C0085159	23583	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	25825	BACE2	25825	BACE2	Q9Y5Z0	beta-site APP-cleaving enzyme 2	null	protease; hydrolase	25825	BACE2	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	25825	2.98558262152068E-4	umls:C0085159	25825	2.98558262152068E-4	umls:C0085159	25825	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	3358	HTR2C	3358	HTR2C	P28335	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	Signal Transduction	receptor	3358	HTR2C	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	3358	2.98558262152068E-4	umls:C0085159	3358	2.98558262152068E-4	umls:C0085159	3358	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	347	APOD	347	APOD	P05090	apolipoprotein D	null	null	347	APOD	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	347	2.98558262152068E-4	umls:C0085159	347	2.98558262152068E-4	umls:C0085159	347	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	1636	ACE	1636	ACE	P12821	angiotensin I converting enzyme	Metabolism of proteins	null	1636	ACE	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	1636	2.98558262152068E-4	umls:C0085159	1636	2.98558262152068E-4	umls:C0085159	1636	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	3643	INSR	3643	INSR	P06213	insulin receptor	Signal Transduction	null	3643	INSR	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	3643	2.98558262152068E-4	umls:C0085159	3643	2.98558262152068E-4	umls:C0085159	3643	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	4312	MMP1	4312	MMP1	P03956	matrix metallopeptidase 1 (interstitial collagenase)	Extracellular matrix organization; Hemostasis; Metabolism of proteins	protease; extracellular matrix protein; hydrolase	4312	MMP1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	4312	2.98558262152068E-4	umls:C0085159	4312	2.98558262152068E-4	umls:C0085159	4312	2.98558262152068E-4	1
C0085159	Seasonal Affective Disorder	C0085159	Seasonal Affective Disorder	Mental Disorders	Mental or Behavioral Dysfunction	C0085159	Seasonal Affective Disorder	10439	OLFM1	10439	OLFM1	Q99784	olfactomedin 1	null	structural protein; receptor	10439	OLFM1	2.98558262152068E-4	umls:C0085159	2.98558262152068E-4	10439	2.98558262152068E-4	umls:C0085159	10439	2.98558262152068E-4	umls:C0085159	10439	2.98558262152068E-4	1
